"full_name","e","q","i","om","w","ad","tp_cal","per_y","class","data_arc","condition_code","n_obs_used","two_body","A1","A2","A3","DT","a","n_del_obs_used","n_dop_obs_used","H"
"     C/2003 C3 (SOHO)",1.0000,0.005,142.05,8.91,88.56,,2003-02-11.2,,PAR,0,,8,T,,,,,,,,
"     C/2003 C4 (SOHO)",1.0000,0.005,145.05,8.77,86.95,,2003-02-14.5,,PAR,1,,16,T,,,,,,,,
"     C/2003 C5 (SOHO)",1.0000,0.005,144.42,1.84,80.73,,2003-02-17.0,,PAR,1,,31,T,,,,,,,,
"     C/2003 C6 (SOHO)",1.0000,0.005,146.81,351.72,69.69,,2003-02-08.7,,PAR,0,,8,T,,,,,,,,
"     C/2003 D1 (SOHO)",1.0000,0.005,144.70,9.68,87.09,,2003-03-01.1,,PAR,0,,20,T,,,,,,,,
"     C/2003 E1 (NEAT)",0.7636,3.245,33.54,137.07,103.86,24.21,2004-02-13.6,50.9,JFc,552,3,235,,,,,,13.73,,,
"     C/2003 E2 (SOHO)",1.0000,0.005,144.06,2.57,83.69,,2003-03-04.7,,PAR,0,,13,T,,,,,,,,
"     C/2003 E3 (SOHO)",1.0000,0.005,145.29,7.97,85.61,,2003-03-12.0,,PAR,0,,15,T,,,,,,,,
"     C/2003 E4 (SOHO)",1.0000,0.005,144.66,9.37,87.98,,2003-03-16.1,,PAR,0,,11,T,,,,,,,,
"     C/2003 F1 (LINEAR)",0.8060,4.008,70.22,87.49,121.19,37.32,2003-06-28.4,93.9,HTC,179,3,1150,,,,,,20.66,,,
"     P/2003 F2 (NEAT)",0.5422,2.977,11.60,359.03,191.59,10.03,2003-04-14.7,16.6,JFc,62,5,74,,,,,,6.504,,,
"     C/2003 F3 (SOHO)",1.0000,0.005,144.59,9.82,88.18,,2003-03-21.3,,PAR,1,,43,T,,,,,,,,
"     C/2003 F4 (SOHO)",1.0000,0.005,145.06,8.50,84.78,,2003-03-25.9,,PAR,0,,14,T,,,,,,,,
"     C/2003 F5 (SOHO)",1.0000,0.005,144.55,10.01,88.12,,2003-03-30.8,,PAR,1,,57,T,,,,,,,,
"     C/2003 G1 (LINEAR)",1.0014,4.916,66.85,246.09,11.42,,2003-02-03.6,,HYP,555,,1472,,,,,,-3565,,,
"     C/2003 G2 (LINEAR)",0.9964,1.553,96.17,24.57,190.67,864.69,2003-04-29.9,9.01e+03,COM,53,,112,,,,,,433.1,,,
"     C/2003 G3 (SOHO)",1.0000,0.017,169.70,87.61,174.63,,2003-04-05.3,,PAR,0,,48,T,,,,,,,,
"     C/2003 G4 (SOHO)",1.0000,0.005,147.49,1.78,82.80,,2003-04-02.7,,PAR,0,,6,T,,,,,,,,
"     C/2003 G5 (SOHO)",1.0000,0.005,144.12,4.20,83.04,,2003-04-06.8,,PAR,0,,6,T,,,,,,,,
"     C/2003 H1 (LINEAR)",0.9992,2.240,138.67,19.00,196.14,5309.90,2004-02-22.6,1.37e+05,COM,604,,1890,,,,,,2656,,,
"     C/2003 H2 (LINEAR)",0.9429,2.179,74.22,79.84,155.08,74.14,2003-05-17.9,236,COM,100,4,189,,,,,,38.16,,,
"     C/2003 H3 (NEAT)",0.9998,2.901,42.81,269.42,6.48,26585.28,2003-04-24.2,1.53e+06,COM,582,,765,,,,,,1.329e+04,,,
"     C/2003 H5 (SOHO)",1.0000,0.035,71.35,75.17,56.64,,2003-04-27.4,,PAR,0,,16,T,,,,,,,,
"     C/2003 H6 (SOHO)",1.0000,0.026,27.05,243.47,80.67,,2003-04-30.5,,PAR,0,,11,T,,,,,,,,
"     C/2003 H7 (SOHO)",1.0000,0.027,27.90,242.66,82.57,,2003-04-30.5,,PAR,0,,28,T,,,,,,,,
"     C/2003 H8 (SOHO)",1.0000,0.005,144.12,8.63,86.27,,2003-04-23.3,,PAR,1,,5,T,,,,,,,,
"     C/2003 H9 (SOHO)",1.0000,0.005,143.76,8.35,84.60,,2003-04-25.0,,PAR,0,,10,T,,,,,,,,
"     C/2003 H10 (SOHO)",1.0000,0.005,143.83,5.90,83.06,,2003-04-29.3,,PAR,1,,12,T,,,,,,,,
"     C/2003 H11 (SOHO)",1.0000,0.005,137.20,306.78,43.23,,2003-04-29.8,,PAR,0,,6,T,,,,,,,,
"     C/2003 H12 (SOHO)",1.0000,0.005,144.35,5.25,85.33,,2003-05-01.2,,PAR,0,,4,T,,,,,,,,
"     C/2003 J1 (NEAT)",0.9911,5.125,98.31,122.03,196.03,1150.23,2003-10-10.6,1.39e+04,COM,423,,80,,,,,,577.7,,,
"     C/2003 J2 (SOHO)",1.0000,0.005,143.39,7.47,84.94,,2003-05-01.6,,PAR,0,,5,T,,,,,,,,
"     C/2003 J3 (SOHO)",1.0000,0.005,142.82,8.48,84.58,,2003-05-06.1,,PAR,0,,5,T,,,,,,,,
"     C/2003 J4 (SOHO)",1.0000,0.005,144.58,12.80,89.29,,2003-05-06.3,,PAR,1,,7,T,,,,,,,,
"     C/2003 J5 (SOHO)",1.0000,0.005,143.94,11.87,89.21,,2003-05-08.7,,PAR,0,,13,T,,,,,,,,
"     C/2003 J6 (SOHO)",1.0000,0.005,143.08,16.55,90.64,,2003-05-10.2,,PAR,0,,14,T,,,,,,,,
"     C/2003 J7 (SOHO)",1.0000,0.007,141.86,349.09,70.61,,2003-05-15.5,,PAR,1,,31,T,,,,,,,,
"     C/2003 J8 (SOHO)",1.0000,0.005,144.29,3.18,82.44,,2003-05-16.6,,PAR,1,,39,T,,,,,,,,
"     C/2003 J9 (SOHO)",1.0000,0.005,144.18,14.40,90.62,,2003-05-16.1,,PAR,0,,9,T,,,,,,,,
"     C/2003 K1 (Spacewatch)",0.9501,2.087,129.83,250.06,314.48,81.57,2002-12-21.1,271,COM,28,7,52,,,,,,41.83,,,
"     C/2003 K3 (SOHO)",1.0000,0.139,39.53,79.08,108.46,,2003-06-01.2,,PAR,3,,32,T,,,,,,,,
"     C/2003 K4 (LINEAR)",1.0003,1.024,134.25,18.68,198.44,,2004-10-13.7,,HYP,1269,,3625,,8.1e-09,-3.6e-09,-5.6e-10,,-3404,,,
"     C/2003 K5 (SOHO)",1.0000,0.035,72.50,74.11,55.74,,2003-05-21.3,,PAR,0,,16,T,,,,,,,,
"     C/2003 K6 (SOHO)",1.0000,0.037,71.87,73.67,56.44,,2003-05-30.1,,PAR,0,,9,T,,,,,,,,
"     C/2003 K7 (SOHO)",1.0000,0.005,144.15,12.35,89.70,,2003-05-24.8,,PAR,2,,90,T,,,,,,,,
"     C/2003 K8 (SOHO)",1.0000,0.008,135.87,28.75,95.31,,2003-05-22.9,,PAR,0,,8,T,,,,,,,,
"     C/2003 K9 (SOHO)",1.0000,0.004,144.48,1.39,81.52,,2003-05-24.8,,PAR,1,,56,T,,,,,,,,
"     C/2003 K10 (SOHO)",1.0000,0.005,144.20,3.91,82.94,,2003-05-27.2,,PAR,0,,21,T,,,,,,,,
"     C/2003 K11 (SOHO)",1.0000,0.005,141.58,17.80,92.22,,2003-05-27.6,,PAR,0,,7,T,,,,,,,,
"     C/2003 K12 (SOHO)",1.0000,0.009,136.80,4.80,81.85,,2003-05-29.5,,PAR,0,,6,T,,,,,,,,
"     C/2003 K13 (SOHO)",1.0000,0.006,148.89,348.81,72.92,,2003-05-24.3,,PAR,1,,11,T,,,,,,,,
"     C/2003 L2 (LINEAR)",0.9815,2.865,82.05,273.56,119.84,306.03,2004-01-19.1,1.92e+03,COM,292,,492,,,,,,154.4,,,
"     C/2003 L3 (SOHO)",1.0000,0.005,142.65,18.74,94.51,,2003-06-02.9,,PAR,0,,11,T,,,,,,,,
"     C/2003 L4 (SOHO)",1.0000,0.005,141.93,20.72,95.86,,2003-06-06.3,,PAR,0,,9,T,,,,,,,,
"     C/2003 L5 (SOHO)",1.0000,0.005,144.23,3.81,82.97,,2003-06-10.6,,PAR,2,,85,T,,,,,,,,
"     C/2003 L6 (SOHO)",1.0000,0.005,135.18,32.28,103.35,,2003-06-10.2,,PAR,0,,7,T,,,,,,,,
"     C/2003 L7 (SOHO)",1.0000,0.006,133.71,37.11,107.86,,2003-06-14.5,,PAR,1,,9,T,,,,,,,,
"     C/2003 L8 (SOHO)",1.0000,0.004,141.60,14.55,91.79,,2003-06-16.0,,PAR,0,,13,T,,,,,,,,
"     C/2003 M1 (SOHO)",1.0000,0.004,144.57,0.22,79.70,,2003-06-16.6,,PAR,0,,22,T,,,,,,,,
"     C/2003 M2 (SOHO)",1.0000,0.004,143.54,8.57,86.95,,2003-06-18.9,,PAR,1,,42,T,,,,,,,,
"     C/2003 M3 (SOHO)",1.0000,0.004,141.43,20.06,96.21,,2003-06-18.3,,PAR,1,,12,T,,,,,,,,
"     C/2003 M4 (SOHO)",1.0000,0.007,141.94,10.56,89.00,,2003-06-18.9,,PAR,0,,8,T,,,,,,,,
"     C/2003 M5 (SOHO)",1.0000,0.007,139.29,340.42,64.34,,2003-06-19.9,,PAR,0,,39,T,,,,,,,,
"     C/2003 M6 (SOHO)",1.0000,0.007,143.20,13.06,91.42,,2003-06-20.1,,PAR,0,,8,T,,,,,,,,
"     C/2003 M7 (SOHO)",1.0000,0.005,145.25,344.94,65.47,,2003-06-20.9,,PAR,0,,9,T,,,,,,,,
"     C/2003 M8 (SOHO)",1.0000,0.005,147.58,345.29,64.96,,2003-06-22.7,,PAR,0,,12,T,,,,,,,,
"     C/2003 M9 (SOHO)",1.0000,0.005,146.97,358.61,76.12,,2003-06-23.5,,PAR,0,,8,T,,,,,,,,
"     C/2003 M10 (SOHO)",1.0000,0.006,148.86,341.76,61.51,,2003-06-23.6,,PAR,0,,9,T,,,,,,,,
"     C/2003 M11 (SOHO)",1.0000,0.005,145.69,341.37,60.98,,2003-06-23.7,,PAR,0,,17,T,,,,,,,,
"     C/2003 M12 (SOHO)",1.0000,0.005,143.12,8.42,87.16,,2003-06-23.8,,PAR,0,,14,T,,,,,,,,
"     C/2003 N1 (SOHO)",1.0000,0.005,144.79,7.21,85.86,,2003-07-06.1,,PAR,0,,11,T,,,,,,,,
"     C/2003 N2 (SOHO)",1.0000,0.005,146.13,8.40,86.25,,2003-07-13.6,,PAR,0,,7,T,,,,,,,,
"     C/2003 O1 (LINEAR)",1.0014,6.847,117.98,347.64,81.67,,2004-03-17.2,,HYP,1309,,550,,,,,,-4930,,,
"     C/2003 O4 (SOHO)",1.0000,0.005,134.30,330.26,58.31,,2003-07-19.2,,PAR,0,,15,T,,,,,,,,
"     C/2003 O5 (SOHO)",1.0000,0.007,139.42,339.90,64.35,,2003-07-21.6,,PAR,0,,39,T,,,,,,,,
"     C/2003 O6 (SOHO)",1.0000,0.005,144.55,9.49,87.25,,2003-07-25.1,,PAR,0,,25,T,,,,,,,,
"     C/2003 O7 (SOHO)",1.0000,0.005,144.99,358.30,75.97,,2003-07-26.4,,PAR,1,,9,T,,,,,,,,
"     C/2003 O8 (SOHO)",1.0000,0.005,145.34,356.06,73.97,,2003-07-30.7,,PAR,0,,11,T,,,,,,,,
"     C/2003 P1 (SOHO)",1.0000,0.005,145.12,355.98,73.86,,2003-08-03.5,,PAR,1,,12,T,,,,,,,,
"     C/2003 P2 (SOHO)",1.0000,0.005,139.66,13.52,90.58,,2003-08-04.3,,PAR,0,,9,T,,,,,,,,
"     C/2003 P3 (SOHO)",1.0000,0.005,144.43,8.87,87.34,,2003-08-06.4,,PAR,1,,13,T,,,,,,,,
"     C/2003 Q1 (SOHO)",1.0000,0.032,29.33,43.43,52.38,,2003-08-20.9,,PAR,1,,9,T,,,,,,,,
"     C/2003 Q2 (SOHO)",1.0000,0.005,144.57,9.12,87.31,,2003-08-25.0,,PAR,2,,57,T,,,,,,,,
"     C/2003 Q3 (SOHO)",1.0000,0.005,144.84,7.95,85.40,,2003-08-24.8,,PAR,1,,25,T,,,,,,,,
"     C/2003 Q4 (SOHO)",1.0000,0.005,144.43,9.27,86.73,,2003-08-25.7,,PAR,0,,15,T,,,,,,,,
"     C/2003 Q5 (SOHO)",1.0000,0.005,144.70,8.63,86.64,,2003-08-27.7,,PAR,1,,53,T,,,,,,,,
"     C/2003 Q6 (SOHO)",1.0000,0.037,25.43,56.30,33.17,,2003-08-26.5,,PAR,0,,9,T,,,,,,,,
"     C/2003 Q7 (SOHO)",1.0000,0.006,144.06,11.23,90.40,,2003-08-30.4,,PAR,2,,47,T,,,,,,,,
"     C/2003 Q8 (SOHO)",1.0000,0.005,144.94,8.04,86.07,,2003-08-30.0,,PAR,0,,11,T,,,,,,,,
"     C/2003 Q9 (SOHO)",1.0000,0.005,144.26,3.13,81.97,,2003-08-31.5,,PAR,1,,26,T,,,,,,,,
"     C/2003 Q10 (SOHO)",1.0000,0.005,144.48,11.64,91.77,,2003-08-25.6,,PAR,0,,11,T,,,,,,,,
"     P/2003 QX29 (NEAT)",0.4718,4.239,11.40,264.58,37.23,11.81,2002-10-26.2,22.7,JFc,496,4,98,,,,,,8.025,,,
"     C/2003 R1 (LINEAR)",0.8933,2.102,149.20,356.69,302.69,37.30,2003-06-29.6,87.5,HTC,353,4,170,,,,,,19.7,,,
"     C/2003 R2 (SOHO)",1.0000,0.005,141.91,18.95,91.87,,2003-09-05.9,,PAR,0,,7,T,,,,,,,,
"     C/2003 R3 (SOHO)",1.0000,0.005,144.75,8.79,86.26,,2003-09-09.6,,PAR,1,,24,T,,,,,,,,
"     C/2003 R4 (SOHO)",1.0000,0.032,92.36,173.06,105.04,,2003-09-06.9,,PAR,0,,11,T,,,,,,,,
"     C/2003 S3 (LINEAR)",1.0018,8.130,151.50,226.39,154.57,,2003-04-10.5,,HYP,1035,,122,,,,,,-4503,,,
"     C/2003 S4-A (LINEAR)",0.8950,3.874,40.71,224.55,155.33,69.91,2004-05-30.8,224,COM,23,6,17,,,,,,36.89,,,
"     C/2003 S4-B (LINEAR)",0.9040,3.838,40.40,224.54,153.68,76.11,2004-05-23.1,253,COM,23,6,20,,,,,,39.97,,,
"     C/2003 S5 (SOHO)",1.0000,0.005,144.77,9.13,85.44,,2003-09-19.2,,PAR,0,,21,T,,,,,,,,
"     C/2003 S6 (SOHO)",1.0000,0.007,141.01,19.09,87.22,,2003-09-19.1,,PAR,0,,5,T,,,,,,,,
"     C/2003 S7 (SOHO)",1.0000,0.005,145.00,2.99,75.98,,2003-09-22.0,,PAR,0,,14,T,,,,,,,,
"     C/2003 S8 (SOHO)",1.0000,0.005,144.28,1.90,78.39,,2003-09-26.6,,PAR,1,,40,T,,,,,,,,
"     C/2003 S9 (SOHO)",1.0000,0.015,28.79,59.32,180.22,,2003-09-25.3,,PAR,0,,8,T,,,,,,,,
"     C/2003 T2 (LINEAR)",0.9997,1.786,87.53,238.53,152.23,13773.07,2003-11-14.0,5.72e+05,COM,128,,442,,,,,,6887,,,
"     C/2003 T3 (Tabur)",0.9997,1.481,50.44,347.06,43.77,11408.24,2004-04-29.0,4.31e+05,COM,566,,744,,,,,,5705,,,
"     C/2003 T4 (LINEAR)",1.0005,0.850,86.76,93.90,181.68,,2005-04-03.6,,HYP,816,,955,,1.1e-07,-2.3e-09,3.7e-09,,-1791,,,
"     C/2003 T5 (SOHO)",1.0000,0.005,144.53,9.05,86.79,,2003-10-09.9,,PAR,1,,22,T,,,,,,,,
"     C/2003 T6 (SOHO)",1.0000,0.007,144.66,353.66,77.93,,2003-10-10.2,,PAR,0,,14,T,,,,,,,,
"     C/2003 T7 (SOHO)",1.0000,0.005,144.54,9.18,87.43,,2003-10-10.9,,PAR,1,,42,T,,,,,,,,
"     C/2003 T8 (SOHO)",1.0000,0.005,143.21,6.09,83.32,,2003-10-09.2,,PAR,1,,6,T,,,,,,,,
"     C/2003 T9 (SOHO)",1.0000,0.005,149.12,357.61,76.98,,2003-10-10.0,,PAR,0,,4,T,,,,,,,,
"     C/2003 T10 (SOHO)",1.0000,0.005,144.53,9.01,87.17,,2003-10-14.4,,PAR,1,,41,T,,,,,,,,
"     C/2003 T11 (SOHO)",1.0000,0.005,146.04,4.99,88.39,,2003-10-15.8,,PAR,0,,8,T,,,,,,,,
"     P/2003 T12 (SOHO)",0.7762,0.575,11.48,176.47,217.67,4.56,2012-01-26.4,4.12,JFc,4592,1,491,,,,,,2.568,,,
"     C/2003 U1 (LINEAR)",0.9216,1.796,164.47,322.76,278.38,44.00,2003-11-03.3,110,HTC,63,5,188,,,,,,22.9,,,
"     C/2003 U4 (SOHO)",1.0000,0.036,74.94,73.97,58.38,,2003-10-21.2,,PAR,0,,10,T,,,,,,,,
"     C/2003 U5 (SOHO)",1.0000,0.005,144.60,8.93,85.74,,2003-10-17.3,,PAR,1,,7,T,,,,,,,,
"     C/2003 U6 (SOHO)",1.0000,0.005,144.48,9.07,87.14,,2003-10-21.5,,PAR,1,,37,T,,,,,,,,
"     C/2003 U7 (SOHO)",1.0000,0.005,144.44,12.13,88.13,,2003-10-23.4,,PAR,0,,6,T,,,,,,,,
"     C/2003 U8 (SOHO)",1.0000,0.005,137.65,294.41,36.51,,2003-10-26.0,,PAR,0,,5,T,,,,,,,,
"     C/2003 U9 (SOHO)",1.0000,0.005,144.22,10.76,86.95,,2003-10-28.3,,PAR,2,,66,T,,,,,,,,
"     C/2003 V1 (LINEAR)",0.9970,1.783,28.68,25.83,8.63,1201.34,2003-03-11.1,1.48e+04,COM,441,,530,,,,,,601.6,,,
"     C/2003 V2 (SOHO)",1.0000,0.005,145.16,9.93,89.43,,2003-11-02.2,,PAR,0,,5,T,,,,,,,,
"     C/2003 V3 (SOHO)",1.0000,0.005,144.30,9.67,87.39,,2003-11-04.3,,PAR,1,,28,T,,,,,,,,
"     C/2003 V4 (SOHO)",1.0000,0.005,145.14,9.22,88.06,,2003-11-05.3,,PAR,1,,6,T,,,,,,,,
"     C/2003 V5 (SOHO)",1.0000,0.008,136.94,332.92,58.04,,2003-11-06.8,,PAR,1,,64,T,,,,,,,,
"     C/2003 V6 (SOHO)",1.0000,0.005,145.14,7.73,85.78,,2003-11-09.9,,PAR,0,,8,T,,,,,,,,
"     C/2003 V7 (SOHO)",1.0000,0.005,144.42,357.95,76.08,,2003-11-12.2,,PAR,0,,4,T,,,,,,,,
"     C/2003 V8 (SOHO)",1.0000,0.005,143.31,11.75,87.59,,2003-11-14.7,,PAR,1,,46,T,,,,,,,,
"     C/2003 W1 (LINEAR)",0.9343,1.652,78.08,256.74,113.29,48.69,2003-11-09.4,126,HTC,89,5,95,,,,,,25.17,,,
"     C/2003 W2 (SOHO)",1.0000,0.031,73.26,74.96,56.53,,2003-11-29.9,,PAR,1,,26,T,,,,,,,,
"     C/2003 W3 (SOHO)",1.0000,0.005,142.21,11.32,86.83,,2003-11-16.9,,PAR,0,,8,T,,,,,,,,
"     C/2003 W4 (SOHO)",1.0000,0.005,140.98,18.15,91.67,,2003-11-22.1,,PAR,0,,8,T,,,,,,,,
"     C/2003 W5 (SOHO)",1.0000,0.007,144.58,8.51,87.18,,2003-11-23.2,,PAR,0,,7,T,,,,,,,,
"     C/2003 W6 (SOHO)",1.0000,0.005,144.51,9.27,87.55,,2003-11-27.3,,PAR,2,,77,T,,,,,,,,
"     C/2003 W7 (SOHO)",1.0000,0.005,144.50,6.62,84.73,,2003-11-27.7,,PAR,0,,8,T,,,,,,,,
"     C/2003 W8 (SOHO)",1.0000,0.005,118.30,35.43,82.24,,2003-11-29.6,,PAR,0,,6,T,,,,,,,,
"     C/2003 WT42 (LINEAR)",1.0026,5.191,31.41,48.45,92.47,,2006-04-10.7,,HYP,1592,,2466,,,,,,-2009,,,
"     C/2003 X1 (SOHO)",1.0000,0.005,143.28,17.90,94.22,,2003-12-01.5,,PAR,0,,10,T,,,,,,,,
"     C/2003 X2 (SOHO)",1.0000,0.009,134.58,17.48,90.15,,2003-12-01.9,,PAR,0,,5,T,,,,,,,,
"     C/2003 X3 (SOHO)",1.0000,0.005,133.82,37.30,112.58,,2003-12-02.7,,PAR,0,,4,T,,,,,,,,
"     C/2003 X4 (SOHO)",1.0000,0.005,136.31,29.52,101.56,,2003-12-05.0,,PAR,0,,11,T,,,,,,,,
"     C/2003 X5 (SOHO)",1.0000,0.007,139.87,21.99,97.12,,2003-12-05.4,,PAR,1,,12,T,,,,,,,,
"     C/2003 X6 (SOHO)",1.0000,0.005,145.82,325.80,49.96,,2003-12-06.7,,PAR,0,,10,T,,,,,,,,
"     C/2003 X7 (SOHO)",1.0000,0.005,139.81,26.19,100.04,,2003-12-08.2,,PAR,0,,6,T,,,,,,,,
"     C/2003 X8 (SOHO)",1.0000,0.005,141.22,20.45,96.39,,2003-12-08.6,,PAR,0,,10,T,,,,,,,,
"     C/2003 X9 (SOHO)",1.0000,0.005,142.28,316.87,41.99,,2003-12-08.9,,PAR,0,,9,T,,,,,,,,
"     C/2003 X10 (SOHO)",1.0000,0.005,147.85,328.24,50.70,,2003-12-11.5,,PAR,0,,5,T,,,,,,,,
"     C/2003 X11 (SOHO)",1.0000,0.005,143.45,13.35,90.33,,2003-12-14.0,,PAR,0,,7,T,,,,,,,,
"     C/2003 Y1 (SOHO)",1.0000,0.035,72.81,74.70,56.72,,2003-12-20.5,,PAR,0,,19,T,,,,,,,,
"     C/2003 Y2 (SOHO)",1.0000,0.005,147.13,353.43,71.94,,2003-12-19.9,,PAR,0,,9,T,,,,,,,,
"     C/2003 Y3 (SOHO)",1.0000,0.007,145.75,322.68,40.31,,2003-12-20.3,,PAR,1,,7,T,,,,,,,,
"     C/2003 Y4 (SOHO)",1.0000,0.005,145.41,352.48,72.44,,2003-12-21.1,,PAR,0,,10,T,,,,,,,,
"     C/2003 Y5 (SOHO)",1.0000,0.005,144.52,3.81,82.09,,2003-12-23.1,,PAR,0,,10,T,,,,,,,,
"     C/2003 Y6 (SOHO)",1.0000,0.005,144.60,8.49,86.84,,2003-12-24.6,,PAR,1,,35,T,,,,,,,,
"     C/2003 Y7 (SOHO)",1.0000,0.005,143.18,15.81,92.93,,2003-12-25.8,,PAR,1,,17,T,,,,,,,,
"     C/2003 Y8 (SOHO)",1.0000,0.005,146.52,4.15,79.60,,2003-12-25.6,,PAR,0,,6,T,,,,,,,,
"     C/2003 Y9 (SOHO)",1.0000,0.005,146.53,350.70,71.81,,2003-12-25.7,,PAR,0,,5,T,,,,,,,,
"     C/2003 Y10 (SOHO)",1.0000,0.005,147.10,355.72,75.83,,2003-12-26.3,,PAR,0,,9,T,,,,,,,,
"     C/2003 Y11 (SOHO)",1.0000,0.005,144.96,6.94,83.81,,2003-12-26.6,,PAR,0,,7,T,,,,,,,,
"     C/2003 Y12 (SOHO)",1.0000,0.005,145.83,346.72,65.99,,2003-12-27.6,,PAR,0,,8,T,,,,,,,,
"     C/2003 Y13 (SOHO)",1.0000,0.006,143.83,356.28,76.78,,2003-12-29.1,,PAR,1,,28,T,,,,,,,,
"     C/2003 Y14 (SOHO)",1.0000,0.005,146.14,352.76,72.86,,2003-12-27.6,,PAR,0,,6,T,,,,,,,,
"     C/2003 Y15 (SOHO)",1.0000,0.007,142.53,12.00,89.44,,2004-01-01.4,,PAR,0,,6,T,,,,,,,,
"     C/2004 A2 (SOHO)",1.0000,0.005,144.71,8.01,86.33,,2004-01-11.6,,PAR,2,,65,T,,,,,,,,
"     C/2004 A3 (SOHO)",1.0000,0.043,14.75,44.75,58.54,,2004-01-16.1,,PAR,1,,5,T,,,,,,,,
"     C/2004 A4 (SOHO)",1.0000,0.005,134.78,333.15,60.94,,2004-01-08.6,,PAR,1,,15,T,,,,,,,,
"     C/2004 B1 (LINEAR)",1.0013,1.602,114.10,272.80,327.90,,2006-02-07.8,,HYP,1670,,1832,,,,,,-1226,,,
"     C/2004 B2 (SOHO)",1.0000,0.035,73.10,74.89,57.16,,2004-01-29.1,,PAR,1,,11,T,,,,,,,,
"     C/2004 B3 (SOHO)",1.0000,0.051,13.28,44.90,53.97,,2004-01-18.2,,PAR,0,,23,T,,,,,,,,
"     C/2004 B4 (SOHO)",1.0000,0.006,139.10,341.76,66.43,,2004-01-19.0,,PAR,0,,21,T,,,,,,,,
"     C/2004 B5 (SOHO)",1.0000,0.005,144.37,7.17,86.35,,2004-01-20.2,,PAR,0,,22,T,,,,,,,,
"     C/2004 B6 (SOHO)",1.0000,0.005,145.11,350.52,70.14,,2004-01-21.8,,PAR,0,,14,T,,,,,,,,
"     C/2004 B7 (SOHO)",1.0000,0.005,139.51,342.23,68.17,,2004-01-22.2,,PAR,0,,25,T,,,,,,,,
"     C/2004 B8 (SOHO)",1.0000,0.005,144.63,355.83,74.93,,2004-01-25.6,,PAR,1,,13,T,,,,,,,,
"     C/2004 B9 (SOHO)",1.0000,0.005,143.75,6.69,86.09,,2004-01-26.5,,PAR,1,,13,T,,,,,,,,
"     C/2004 B10 (SOHO)",1.0000,0.005,144.69,8.68,85.71,,2004-01-30.8,,PAR,0,,15,T,,,,,,,,
"     C/2004 B11 (SOHO)",1.0000,0.007,144.67,343.51,62.44,,2004-01-21.4,,PAR,1,,11,T,,,,,,,,
"     C/2004 C1 (Larsen)",0.6232,4.359,28.92,151.95,316.15,18.78,2003-03-19.6,39.3,JFc,79,5,94,,,,,,11.57,,,
"     C/2004 C2 (SOHO)",1.0000,0.033,72.92,74.60,57.64,,2004-02-05.1,,PAR,1,,10,T,,,,,,,,
"     C/2004 C3 (SOHO)",1.0000,0.005,139.56,341.65,67.84,,2004-02-04.7,,PAR,1,,26,T,,,,,,,,
"     C/2004 C4 (SOHO)",1.0000,0.005,146.02,12.50,84.50,,2004-02-08.6,,PAR,0,,7,T,,,,,,,,
"     C/2004 C5 (SOHO)",1.0000,0.005,142.36,3.90,89.03,,2004-02-09.3,,PAR,1,,3,T,,,,,,,,
"     C/2004 C6 (SOHO)",1.0000,0.005,143.02,2.34,84.06,,2004-02-10.6,,PAR,0,,15,T,,,,,,,,
"     C/2004 C7 (SOHO)",1.0000,0.005,144.47,2.30,81.38,,2004-02-14.2,,PAR,0,,15,T,,,,,,,,
"     C/2004 C8 (SOHO)",1.0000,0.005,144.68,2.41,79.63,,2004-02-14.8,,PAR,0,,7,T,,,,,,,,
"     C/2004 D1 (NEAT)",1.0016,4.975,45.54,62.25,75.54,,2006-02-10.7,,HYP,1699,,507,,,,,,-3077,,,
"     C/2004 D2 (SOHO)",1.0000,0.005,145.20,6.23,83.63,,2004-02-26.0,,PAR,0,,31,T,,,,,,,,
"     C/2004 D3 (SOHO)",1.0000,0.005,145.52,7.75,84.10,,2004-02-26.2,,PAR,0,,27,T,,,,,,,,
"     C/2004 D4 (SOHO)",1.0000,0.005,145.15,6.49,84.02,,2004-02-28.3,,PAR,2,,49,T,,,,,,,,
"     P/2004 DO29 (Spacewatch-LINEAR)",0.4515,4.095,14.54,147.86,41.86,10.84,2004-10-11.6,20.4,JFc,515,4,79,,,,,,7.466,,,
"     C/2004 DZ61 (Catalina-LINEAR)",0.9560,2.013,66.81,172.79,44.46,89.56,2004-05-26.8,310,COM,263,3,344,,,,,,45.78,,,
"     C/2004 E1 (SOHO)",1.0000,0.005,146.65,2.61,76.59,,2004-03-09.8,,PAR,0,,7,T,,,,,,,,
"     C/2004 E3 (SOHO)",1.0000,0.005,144.21,8.67,87.36,,2004-03-15.5,,PAR,1,,18,T,,,,,,,,
"     C/2004 E4 (SOHO)",1.0000,0.006,144.91,7.24,80.27,,2004-03-16.6,,PAR,1,,24,T,,,,,,,,
"     C/2004 E5 (SOHO)",1.0000,0.005,142.71,1.67,85.45,,2004-03-01.8,,PAR,0,,10,T,,,,,,,,
"     C/2004 F2 (LINEAR)",0.9906,1.430,104.96,248.27,317.14,301.58,2003-12-26.6,1.86e+03,COM,119,,144,,,,,,151.5,,,
"     C/2004 F4 (Bradfield)",0.9993,0.168,63.16,222.78,332.79,475.15,2004-04-17.0,3.66e+03,COM,155,,301,,,,,,237.7,,,
